index,FACILITY_ID,REPORTING_YEAR,FACILITY_NAME,UNIT_NAME,UNIT_TYPE,FUEL_TYPE,FUEL_TYPE_OTHER,FUEL_TYPE_BLEND,COUNTY,COUNTY_FIPS,NAICS,TIER_2_METHOD_EQUATION,CO2_COMBUSTION_EMISSIONS,TIER2_CH4_COMBUSTION_EMISSIONS,TIER2_EQ_C2A_FUEL_QTY,TIER2_EQ_C2A_FUEL_QTY_UOM,TIER2_EQ_C2A_HHV,TIER2_EQ_C2A_HHV_UOM,AGGR_HIGH_HEAT_CAPACITY,AGGR_HIGH_HEAT_CAPACITY_UOM,AGG_CUMULATIVE_HEAT_INPUTCAP,INPUT_HEAT_CAPACITY,INPUT_HEAT_CAPACITY_UNIT,INPUT_HEAT_CAPACITY_UNIT_OTHER,BOILER_RATIO_B,HIGH_HEAT_VALUE_UOM,ANNUAL_HHV,FUEL_COM,FUEL_UNIT,ENERGY_COM,ENERGY_UNIT,ENERGY_MMBtu_hr
12844,1000690,2015,High Bridge,EU017,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Ramsey,27123,221112,Tier 2 (Equation C-2a),73.9,0,1314000,scf/year,,,,,,49,mmBtu/hr,,,mmBtu/scf,0.001060617,1314000,scf,1393.6504,MMBtu,0.159092511
12860,1000865,2015,Anadarko,Unit 1R,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Caddo,40015,221112,Tier 2 (Equation C-2a),57.2,0,1058000,scf/year,,,,,,223,mmBtu/hr,,,mmBtu/scf,0.001018904,1058000,scf,1077.999942,MMBtu,0.123059354
12866,1000865,2015,Anadarko,Unit 2R,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Caddo,40015,221112,Tier 2 (Equation C-2a),64.3,0,1179000,scf/year,,,,,,223,mmBtu/hr,,,mmBtu/scf,0.001027142,1179000,scf,1211.000208,MMBtu,0.138242033
12872,1000324,2016,Marlboro Paper Mill,Package Boiler,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Marlboro,45069,322110,Tier 2 (Equation C-2a),26348.8,0.5,481658345,scf/year,,,,,,305,mmBtu/hr,,,mmBtu/scf,0.00103099,481658345,scf,496584.9491,MMBtu,56.68777958
12876,1000324,2015,Marlboro Paper Mill,Hog Fuel Boiler,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Marlboro,45069,322110,Tier 2 (Equation C-2a),12316.1,0.23,224825449,scf/year,,,,,,470,mmBtu/hr,,,mmBtu/scf,0.001032431,224825449,scf,232116.6672,MMBtu,26.49733644
12877,1000324,2017,Marlboro Paper Mill,Hog Fuel Boiler,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Marlboro,45069,322110,Tier 2 (Equation C-2a),14190.2,0.27,259604267,scf/year,,,,,,470,mmBtu/hr,,,mmBtu/scf,0.001030172,259604267,scf,267437.1381,MMBtu,30.52935367
12879,1000324,2016,Marlboro Paper Mill,Hog Fuel Boiler,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Marlboro,45069,322110,Tier 2 (Equation C-2a),15722.2,0.3,287630251,scf/year,,,,,,470,mmBtu/hr,,,mmBtu/scf,0.001030176,287630251,scf,296309.8391,MMBtu,33.8253241
12880,1000324,2017,Marlboro Paper Mill,Package Boiler,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Marlboro,45069,322110,Tier 2 (Equation C-2a),30257.9,0.57,553941300,scf/year,,,,,,305,mmBtu/hr,,,mmBtu/scf,0.001029455,553941300,scf,570257.4376,MMBtu,65.09788101
12891,1001535,2016,C. C. Perry K Steam Plant,17,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Marion,18097,221330,Tier 2 (Equation C-2a),44.7,0,858031,scf/year,0.000980889,mmBtu/scf,,,,242,mmBtu/hr,,,mmBtu/gallon,0.136,858031,scf,116692.216,MMBtu,13.32102922
13318,1007359,2016,Clinch River,Auxiliary Boiler,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Russell,51167,221112,Tier 2 (Equation C-2a),0,0,0.000001,scf/year,,,,,,33.4,mmBtu/hr,,,mmBtu/scf,0.00102,0.000001,scf,1.02E-09,MMBtu,1.16438E-13
13345,1007421,2017,Blue Valley,Plant Heating Boiler,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Jackson,29095,221112,Tier 2 (Equation C-2a),181.4,0,3358000,scf/year,,,,,,8.4,mmBtu/hr,,,mmBtu/scf,0.001018,3358000,scf,3418.444,MMBtu,0.390233333
13550,1002484,2016,HIBBING PUBLIC UTILITIES COMMISSION,EU007,S (Stoker Boiler),Natural Gas (Weighted U.S. Average),,,SAINT LOUIS,27137,221112,Tier 2 (Equation C-2a),2148.8,0.04,38863000,scf/year,,,,,,230,mmBtu/hr,,,mmBtu/scf,0.001042048,38863000,scf,40497.1092,MMBtu,4.622957671
13552,1002484,2016,HIBBING PUBLIC UTILITIES COMMISSION,EU007,S (Stoker Boiler),Natural Gas (Weighted U.S. Average),,,ST. LOUIS COUNTY,27137,221112,Tier 2 (Equation C-2a),2148.8,0.04,38863000,scf/year,,,,,,230,mmBtu/hr,,,mmBtu/scf,0.001042048,38863000,scf,40497.1092,MMBtu,4.622957671
13560,1002484,2017,HIBBING PUBLIC UTILITIES COMMISSION,EU007,S (Stoker Boiler),Natural Gas (Weighted U.S. Average),,,SAINT LOUIS,27137,221112,Tier 2 (Equation C-2a),4219.8,0.08,77129000,scf/year,,,,,,230,mmBtu/hr,,,mmBtu/scf,0.001031109,77129000,scf,79528.40081,MMBtu,9.078584567
13562,1002484,2017,HIBBING PUBLIC UTILITIES COMMISSION,EU007,S (Stoker Boiler),Natural Gas (Weighted U.S. Average),,,ST. LOUIS COUNTY,27137,221112,Tier 2 (Equation C-2a),4219.8,0.08,77129000,scf/year,,,,,,230,mmBtu/hr,,,mmBtu/scf,0.001031109,77129000,scf,79528.40081,MMBtu,9.078584567
13568,1002484,2018,HIBBING PUBLIC UTILITIES COMMISSION,EU007,S (Stoker Boiler),Natural Gas (Weighted U.S. Average),,,SAINT LOUIS,27137,221112,Tier 2 (Equation C-2a),1503.2,0.03,27161640,scf/year,,,,,,230,mmBtu/hr,,,mmBtu/scf,0.001043035,27161640,scf,28330.55122,MMBtu,3.23408119
13570,1002484,2018,HIBBING PUBLIC UTILITIES COMMISSION,EU007,S (Stoker Boiler),Natural Gas (Weighted U.S. Average),,,ST. LOUIS COUNTY,27137,221112,Tier 2 (Equation C-2a),1503.2,0.03,27161640,scf/year,,,,,,230,mmBtu/hr,,,mmBtu/scf,0.001043035,27161640,scf,28330.55122,MMBtu,3.23408119
13652,1000768,2018,E F Barrett,U00003,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Nassau,36059,221112,Tier 2 (Equation C-2a),1971.7,0.04,36089000,scf/year,,,,,,39,mmBtu/hr,,,mmBtu/scf,0.001029676,36089000,scf,37159.995,MMBtu,4.242008562
13654,1000768,2015,E F Barrett,U00003,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Nassau,36059,221112,Tier 2 (Equation C-2a),2898.7,0.05,52830000,scf/year,,,,,,39,mmBtu/hr,,,mmBtu/scf,0.001033999,52830000,scf,54626.192,MMBtu,6.235866667
13655,1000768,2014,E F Barrett,U00003,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Nassau,36059,221112,Tier 2 (Equation C-2a),2213.3,0.04,40377618,scf/year,,,,,,39,mmBtu/hr,,,mmBtu/scf,0.001033053,40377618,scf,41712.2206,MMBtu,4.761669018
13657,1000768,2017,E F Barrett,U00003,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Nassau,36059,221112,Tier 2 (Equation C-2a),2435.2,0.05,44584000,scf/year,,,,,,39,mmBtu/hr,,,mmBtu/scf,0.001029404,44584000,scf,45894.953,MMBtu,5.239149886
13720,1007438,2018,Eastman Chemical - Texas Operations,CP-52_15,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Harrison,48203,325199,Tier 2 (Equation C-2a),15031.1,0.28,283584631,scf/year,,,,,,687,mmBtu/hr,,,mmBtu/scf,0.000998942,283584631,scf,283284.5421,MMBtu,32.33841804
13721,1007438,2017,Eastman Chemical - Texas Operations,CP-52_15,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Harrison,48203,325199,Tier 2 (Equation C-2a),17506.4,0.33,322992613,scf/year,,,,,,687,mmBtu/hr,,,mmBtu/scf,0.001021494,322992613,scf,329935.1487,MMBtu,37.66382976
13727,1012918,2018,Iowa Fertilizer Company,Auxiliary Boiler A,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,LEE COUNTY,19111,325311,Tier 2 (Equation C-2a),58598.8,1.1,1069107000,scf/year,,,,,,305.7,mmBtu/hr,,,mmBtu/scf,0.001033,1069107000,scf,1104387.531,MMBtu,126.071636
13729,1012918,2018,Iowa Fertilizer Company,Auxiliary Boiler B,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,LEE COUNTY,19111,325311,Tier 2 (Equation C-2a),56875.4,1.07,1037665000,scf/year,,,,,,305.7,mmBtu/hr,,,mmBtu/scf,0.001033,1037665000,scf,1071907.945,MMBtu,122.3639207
13892,1007576,2018,Fort Churchill,Auxiliary Boiler,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Lyon,32019,221112,Tier 2 (Equation C-2a),345.6,0.01,6223545.695,scf/year,,,,,,19.8,mmBtu/hr,,,mmBtu/scf,0.001046702,6223545.695,scf,6514.2,MMBtu,0.743630137
13894,1007576,2017,Fort Churchill,Auxiliary Boiler,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Lyon,32019,221112,Tier 2 (Equation C-2a),398.3,0.01,7227325.19,scf/year,,,,,,19.8,mmBtu/hr,,,mmBtu/scf,0.001038538,7227325.19,scf,7505.850974,MMBtu,0.856832303
13895,1007576,2015,Fort Churchill,Auxiliary Boiler,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Lyon,32019,221112,Tier 2 (Equation C-2a),1545.4,0.03,28192394.42,scf/year,,,,,,19.8,mmBtu/hr,,,mmBtu/scf,0.001033103,28192394.42,scf,29125.63969,MMBtu,3.324844713
13897,1007576,2016,Fort Churchill,Auxiliary Boiler,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Lyon,32019,221112,Tier 2 (Equation C-2a),1039.3,0.02,18806148.84,scf/year,,,,,,19.8,mmBtu/hr,,,mmBtu/scf,0.001041572,18806148.84,scf,19587.94994,MMBtu,2.236067345
14090,1001250,2017,MICHIGAN STATE UNIVERSITY,Unit 3,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,INGHAM,26065,611310,Tier 2 (Equation C-2a),92065.1,1.74,1664764370,scf/year,,,,,,460,mmBtu/hr,,,mmBtu/scf,0.001042258,1664764370,scf,1735113.453,MMBtu,198.072312
14091,1001250,2018,MICHIGAN STATE UNIVERSITY,Unit 1,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,INGHAM,26065,611310,Tier 2 (Equation C-2a),81298.4,1.53,1473917300,scf/year,,,,,,330,mmBtu/hr,,,mmBtu/scf,0.001039541,1473917300,scf,1532197.495,MMBtu,174.9083899
14092,1001250,2018,MICHIGAN STATE UNIVERSITY,Unit 3,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,INGHAM,26065,611310,Tier 2 (Equation C-2a),102084.5,1.92,1849174200,scf/year,,,,,,460,mmBtu/hr,,,mmBtu/scf,0.001040434,1849174200,scf,1923944.061,MMBtu,219.6283174
14093,1001250,2017,MICHIGAN STATE UNIVERSITY,Unit 1,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,INGHAM,26065,611310,Tier 2 (Equation C-2a),66680.5,1.26,1209879730,scf/year,,,,,,330,mmBtu/hr,,,mmBtu/scf,0.001038698,1209879730,scf,1256699.588,MMBtu,143.4588571
14094,1001250,2017,MICHIGAN STATE UNIVERSITY,Unit 4,CFB (Boiler  circulating fluidized bed),Natural Gas (Weighted U.S. Average),,,INGHAM,26065,611310,Tier 2 (Equation C-2a),51492.5,0.97,930162270,scf/year,,,,,,460,mmBtu/hr,,,mmBtu/scf,0.001043321,930162270,scf,970458.0583,MMBtu,110.7828834
14095,1001250,2018,MICHIGAN STATE UNIVERSITY,Unit 4,CFB (Boiler  circulating fluidized bed),Natural Gas (Weighted U.S. Average),,,INGHAM,26065,611310,Tier 2 (Equation C-2a),59619.1,1.12,1081084800,scf/year,,,,,,460,mmBtu/hr,,,mmBtu/scf,0.001039342,1081084800,scf,1123616.597,MMBtu,128.2667348
14096,1001250,2017,MICHIGAN STATE UNIVERSITY,Unit 2,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,INGHAM,26065,611310,Tier 2 (Equation C-2a),83529.4,1.57,1513118620,scf/year,,,,,,330,mmBtu/hr,,,mmBtu/scf,0.001040397,1513118620,scf,1574244.799,MMBtu,179.7083104
14097,1001250,2018,MICHIGAN STATE UNIVERSITY,Unit 2,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,INGHAM,26065,611310,Tier 2 (Equation C-2a),75822.2,1.43,1375551700,scf/year,,,,,,330,mmBtu/hr,,,mmBtu/scf,0.001038848,1375551700,scf,1428989.538,MMBtu,163.1266596
14099,1001610,2016,Lieberman Power Plant,Unit 2,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Caddo,22017,221112,Tier 2 (Equation C-2a),2481.5,0.05,45564000,scf/year,,,,,,380,mmBtu/hr,,,mmBtu/scf,0.001026413,45564000,scf,46767.46038,MMBtu,5.338751185
14100,1001610,2015,Lieberman Power Plant,Unit 2,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Caddo,22017,221112,Tier 2 (Equation C-2a),1982.4,0.04,36904000,scf/year,,,,,,380,mmBtu/hr,,,mmBtu/scf,0.001012381,36904000,scf,37360.8937,MMBtu,4.264942203
14102,1001610,2017,Lieberman Power Plant,Unit 2,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Caddo,22017,221112,Tier 2 (Equation C-2a),310.1,0.01,5726000,scf/year,,,,,,380,mmBtu/hr,,,mmBtu/scf,0.00102057,5726000,scf,5843.78382,MMBtu,0.66709861
14105,1001610,2018,Lieberman Power Plant,Unit 2,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Caddo,22017,221112,Tier 2 (Equation C-2a),3415.1,0.06,63374000,scf/year,,,,,,380,mmBtu/hr,,,mmBtu/scf,0.001015599,63374000,scf,64362.58554,MMBtu,7.347327116
14106,1001610,2016,Lieberman Power Plant,Unit 1,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Caddo,22017,221112,Tier 2 (Equation C-2a),0,0,0.0001,scf/year,,,,,,380,mmBtu/hr,,,mmBtu/scf,0.00102586,0.0001,scf,1.02586E-07,MMBtu,1.17107E-11
14118,1007025,2018,Pine Bluff Energy Center,AB 1,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Jefferson,5069,221112,Tier 2 (Equation C-2a),18628.1,0.35,343083887,scf/year,,,,,,362,mmBtu/hr,,,mmBtu/scf,0.001023298,343083887,scf,351076.9998,MMBtu,40.07728308
14121,1007025,2017,Pine Bluff Energy Center,AB 1,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Jefferson,5069,221112,Tier 2 (Equation C-2a),21597.7,0.41,395802492.8,scf/year,,,,,,362,mmBtu/hr,,,mmBtu/scf,0.0010284,395802492.8,scf,407043.2836,MMBtu,46.46612827
14142,1007053,2016,Astoria Generating Station,Auxiliary Boiler,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Queens,36081,221112,Tier 2 (Equation C-2a),3109.9,0.06,56827356,scf/year,,,,,,37.8,mmBtu/hr,,,mmBtu/scf,0.001031385,56827356,scf,58610.86954,MMBtu,6.690738532
14144,1007053,2014,Astoria Generating Station,Auxiliary Boiler,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Queens,36081,221112,Tier 2 (Equation C-2a),2105,0.04,38145437,scf/year,,,,,,37.8,mmBtu/hr,,,mmBtu/scf,0.00104,38145437,scf,39671.25448,MMBtu,4.528682018
14145,1007053,2015,Astoria Generating Station,Auxiliary Boiler,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Queens,36081,221112,Tier 2 (Equation C-2a),1943.7,0.04,35467325,scf/year,,,,,,37.8,mmBtu/hr,,,mmBtu/scf,0.001032865,35467325,scf,36632.94913,MMBtu,4.181843508
14270,1000862,2016,Northeastern,Aux Boiler 3-4,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Rogers,40131,221112,Tier 2 (Equation C-2a),4897.2,0.09,90243200,scf/year,,,,,,239,mmBtu/hr,,,mmBtu/scf,0.001022743,90243200,scf,92295.56324,MMBtu,10.5360232
14272,1000862,2017,Northeastern,Aux Boiler 3-4,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Rogers,40131,221112,Tier 2 (Equation C-2a),2153.8,0.04,39796588.27,scf/year,,,,,,239,mmBtu/hr,,,mmBtu/scf,0.001020002,39796588.27,scf,40592.59859,MMBtu,4.633858287
14274,1000862,2018,Northeastern,Aux Boiler 3-4,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Rogers,40131,221112,Tier 2 (Equation C-2a),2716.8,0.05,49141287.07,scf/year,,,,,,239,mmBtu/hr,,,mmBtu/scf,0.001041939,49141287.07,scf,51202.23595,MMBtu,5.845004104
14368,1001859,2016,American Sugar Refining  Inc. - Baltimore Refinery,Boiler #6,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,BALTIMORE CITY,24510,311312,Tier 2 (Equation C-2a),27129.2,0.51,462906384,scf/year,,,,,,300,mmBtu/hr,,,mmBtu/scf,0.001104528,462906384,scf,511293.256,MMBtu,58.36681005
14369,1001859,2016,American Sugar Refining  Inc. - Baltimore Refinery,Boiler #6,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,BALTIMORE CITY,24510,311314,Tier 2 (Equation C-2a),27129.2,0.51,462906384,scf/year,,,,,,300,mmBtu/hr,,,mmBtu/scf,0.001104528,462906384,scf,511293.256,MMBtu,58.36681005
14370,1001859,2015,American Sugar Refining  Inc. - Baltimore Refinery,Boiler #6,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,BALTIMORE CITY,24510,311312,Tier 2 (Equation C-2a),73173.4,1.38,1271362640,scf/year,,,,,,300,mmBtu/hr,,,mmBtu/scf,0.001084717,1271362640,scf,1379068.748,MMBtu,157.4279393
14371,1001859,2015,American Sugar Refining  Inc. - Baltimore Refinery,Boiler #6,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,BALTIMORE CITY,24510,311314,Tier 2 (Equation C-2a),73173.4,1.38,1271362640,scf/year,,,,,,300,mmBtu/hr,,,mmBtu/scf,0.001084717,1271362640,scf,1379068.748,MMBtu,157.4279393
14374,1001859,2017,American Sugar Refining  Inc. - Baltimore Refinery,Boiler #6,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,BALTIMORE CITY,24510,311312,Tier 2 (Equation C-2a),61054.8,1.15,1074812672,scf/year,,,,,,300,mmBtu/hr,,,mmBtu/scf,0.001070581,1074812672,scf,1150673.937,MMBtu,131.3554722
14375,1001859,2017,American Sugar Refining  Inc. - Baltimore Refinery,Boiler #6,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,BALTIMORE CITY,24510,311314,Tier 2 (Equation C-2a),61054.8,1.15,1074812672,scf/year,,,,,,300,mmBtu/hr,,,mmBtu/scf,0.001070581,1074812672,scf,1150673.937,MMBtu,131.3554722
14456,1003533,2018,Borger Carbon Black Plant,B-6B,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,HUTCHINSON,48233,325180,Tier 2 (Equation C-2a),6383.2,0.12,115822750,scf/year,,,,,,378,mmBtu/hr,,,mmBtu/scf,0.00103867,115822750,scf,120301.6524,MMBtu,13.73306534
14457,1003533,2018,Borger Carbon Black Plant,B-6B,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,HUTCHINSON,48233,325182,Tier 2 (Equation C-2a),6383.2,0.12,115822750,scf/year,,,,,,378,mmBtu/hr,,,mmBtu/scf,0.00103867,115822750,scf,120301.6524,MMBtu,13.73306534
14536,1001236,2014,PEI Power Corporation,Unit 1,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Lackawanna,42069,221119,Tier 2 (Equation C-2a),124.2,0,22653000,scf/year,,,,,,300,mmBtu/hr,,,mmBtu/scf,0.00103295,22653000,scf,23399.41,MMBtu,2.671165525
14537,1001236,2014,PEI Power Corporation,Unit 1,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Lackawanna,42069,221117,Tier 2 (Equation C-2a),124.2,0,22653000,scf/year,,,,,,300,mmBtu/hr,,,mmBtu/scf,0.00103295,22653000,scf,23399.41,MMBtu,2.671165525
14686,1011850,2017,Brunswick County Power Station,B-1 Auxiliary Boiler,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,BRUNSWICK,51025,221112,Tier 2 (Equation C-2a),343.1,0.01,6177600.342,scf/year,,,,,,30.6,mmBtu/hr,,,mmBtu/scf,0.00104658,6177600.342,scf,6465.351527,MMBtu,0.738053827
14687,1011850,2018,Brunswick County Power Station,B-1 Auxiliary Boiler,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,BRUNSWICK,51025,221112,Tier 2 (Equation C-2a),355.2,0.01,6458788.83,scf/year,,,,,,30.6,mmBtu/hr,,,mmBtu/scf,0.001036498,6458788.83,scf,6694.522184,MMBtu,0.764214861
14688,1011850,2016,Brunswick County Power Station,B-1 Auxiliary Boiler,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,BRUNSWICK,51025,221112,Tier 2 (Equation C-2a),1601.6,0.03,28730631,scf/year,,,,,,66.7,mmBtu/hr,,,mmBtu/scf,0.001050632,28730631,scf,30185.32909,MMBtu,3.445813822
14693,1010949,2018,David M Ratcliffe,AA-006,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Kemper,28069,221112,Tier 2 (Equation C-2a),83.2,0,1484083.5,scf/year,,,,,,285,mmBtu/hr,,,mmBtu/scf,0.001056678,1484083.5,scf,1568.198812,MMBtu,0.179018129
14701,1000278,2018,Walter M. Higgins III Generating Station,A05-Auxiliary Boiler,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Clark,32003,221112,Tier 2 (Equation C-2a),1036.1,0.02,18804700,scf/year,,,,,,40,mmBtu/hr,,,mmBtu/scf,0.001038449,18804700,scf,19527.73131,MMBtu,2.229193072
14702,1000278,2016,Walter M. Higgins III Generating Station,A05-Auxiliary Boiler,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Clark,32003,221112,Tier 2 (Equation C-2a),151.4,0,2733800,scf/year,,,,,,40,mmBtu/hr,,,mmBtu/scf,0.001043541,2733800,scf,2852.8313,MMBtu,0.325665674
14703,1000278,2017,Walter M. Higgins III Generating Station,A05-Auxiliary Boiler,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Clark,32003,221112,Tier 2 (Equation C-2a),456.3,0.01,8307400,scf/year,,,,,,40,mmBtu/hr,,,mmBtu/scf,0.001035276,8307400,scf,8600.4526,MMBtu,0.981786826
14704,1000278,2015,Walter M. Higgins III Generating Station,A05-Auxiliary Boiler,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Clark,32003,221112,Tier 2 (Equation C-2a),141.7,0,2556900,scf/year,,,,,,40,mmBtu/hr,,,mmBtu/scf,0.001044634,2556900,scf,2671.0237,MMBtu,0.304911381
14811,1001375,2017,Jack County Generation Facility,B-1,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Jack,48237,221112,Tier 2 (Equation C-2a),2288.1,0.04,42140560,scf/year,,,,,,36.54,mmBtu/hr,,,mmBtu/scf,0.001023329,42140560,scf,43123.65424,MMBtu,4.92279158
14816,1001375,2018,Jack County Generation Facility,B-1,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Jack,48237,221112,Tier 2 (Equation C-2a),691.7,0.01,12759340,scf/year,,,,,,36.54,mmBtu/hr,,,mmBtu/scf,0.001021629,12759340,scf,13035.30871,MMBtu,1.488048939
14818,1001375,2018,Jack County Generation Facility,B-2,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Jack,48237,221112,Tier 2 (Equation C-2a),964.3,0.02,17788370,scf/year,,,,,,36.54,mmBtu/hr,,,mmBtu/scf,0.001021708,17788370,scf,18174.52659,MMBtu,2.074717647
14824,1001375,2017,Jack County Generation Facility,B-2,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Jack,48237,221112,Tier 2 (Equation C-2a),3071.8,0.06,56557200,scf/year,,,,,,36.54,mmBtu/hr,,,mmBtu/scf,0.00102363,56557200,scf,57893.66717,MMBtu,6.608866115
14839,1011685,2017,Warren County Power Station,B-1,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,WARREN COUNTY,51187,221112,Tier 2 (Equation C-2a),174.8,0,3074000,scf/year,,,,,,47.6,mmBtu/hr,,,mmBtu/scf,0.001071389,3074000,scf,3293.45073,MMBtu,0.375964695
14840,1011685,2015,Warren County Power Station,B-1,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,WARREN COUNTY,51187,221112,Tier 2 (Equation C-2a),575.4,0.01,9993000,scf/year,,,,,,47.6,mmBtu/hr,,,mmBtu/scf,0.001085176,9993000,scf,10844.16123,MMBtu,1.237917949
14841,1011685,2018,Warren County Power Station,B-1,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,WARREN COUNTY,51187,221112,Tier 2 (Equation C-2a),136.3,0,2393000,scf/year,,,,,,47.6,mmBtu/hr,,,mmBtu/scf,0.001073585,2393000,scf,2569.089,MMBtu,0.293275
14843,1011685,2016,Warren County Power Station,B-1,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,WARREN COUNTY,51187,221112,Tier 2 (Equation C-2a),198.7,0,3482000,scf/year,,,,,,47.6,mmBtu/hr,,,mmBtu/scf,0.001075595,3482000,scf,3745.220745,MMBtu,0.427536615
14870,1001525,2017,Hennepin Power Station,HB1,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Putnam,17155,221112,Tier 2 (Equation C-2a),47.6,0,868700,scf/year,,,,,,18,mmBtu/hr,,,mmBtu/scf,0.001031732,868700,scf,896.2658,MMBtu,0.102313447
14875,1001525,2016,Hennepin Power Station,HB1,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Putnam,17155,221112,Tier 2 (Equation C-2a),5.6,0,102200,scf/year,,,,,,18,mmBtu/hr,,,mmBtu/scf,0.001032778,102200,scf,105.5499,MMBtu,0.012049075
14877,1001525,2015,Hennepin Power Station,HB1,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Putnam,17155,221112,Tier 2 (Equation C-2a),14,0,257400,scf/year,,,,,,18,mmBtu/hr,,,mmBtu/scf,0.001026502,257400,scf,264.2215,MMBtu,0.030162272
14933,1013233,2018,Lackawanna Energy Center,Aux Boiler,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,LACKAWANNA COUNTY,42069,221112,Tier 2 (Equation C-2a),3732.4,0.07,68559705,scf/year,,,,,,184.8,mmBtu/hr,,,mmBtu/scf,0.001026005,68559705,scf,70342.6096,MMBtu,8.029978265
14935,1000939,2015,Nichols Station,AuxBlr,OB (Boiler  other),Natural Gas (Weighted U.S. Average),,,Potter,48375,221112,Tier 2 (Equation C-2a),1350.1,0.03,25066000,scf/year,,,,,,31.4,mmBtu/hr,,,mmBtu/scf,0.001015083,25066000,scf,25444.07883,MMBtu,2.904575209
